span	size	face	marker	line	page
CO	10.0	0	-1	9726	454
5	10.0	0	2	9727	454
C	10.0	0	-1	9727	454
9150-01-581-2427	10.0	0	-1	9727	454
LUBRICATING OIL,ENGINE	10.0	0	-1	9727	454
0779711 (1UVT5)	10.0	0	-1	9728	454
GL	10.0	0	-1	9729	454
6	10.0	0	2	9730	454
C	10.0	0	-1	9730	454
5315-01–518–7397	10.0	0	-1	9730	454
PIN,COTTER	10.0	0	-1	9730	454
98338A190 (39428)	10.0	0	-1	9731	454
EA	10.0	0	-1	9732	454
7	10.0	0	2	9733	454
C	10.0	0	-1	9733	454
7920-00-205-1711	10.0	0	-1	9733	454
RAG,WIPING	10.0	0	-1	9733	454
1711 (1VQE1)	10.0	0	-1	9734	454
BE	10.0	0	-1	9735	454
8	10.0	0	2	9736	454
C	10.0	0	-1	9736	454
5975-00-984-6582	10.0	0	-1	9736	454
STRAP,TIE DOWN,ELECTRICAL COMPONENTS	10.0	0	-1	9736	454
MS3367-1-0 (0U583)	10.0	0	-1	9737	454
HD	10.0	0	-1	9738	454
9	10.0	0	2	9739	454
C	10.0	0	-1	9739	454
8030-00-889-3535	10.0	0	-1	9739	454
TAPE,ANTISEIZING	10.0	0	-1	9739	454
11072502 (18876)	10.0	0	-1	9740	454
EA	10.0	0	-1	9741	454
END OF WORK PACKAGE	10.0	1	-1	9742	454
TM 5-1940-328-10	10.0	1	-1	9743	454
0063	10.0	1	-1	9743	454
0063-2	10.0	1	-1	9744	454
Date form filled	10.0	0	-1	9745	455
US Army Tank-automotive and Armaments Command (TACOM)	9.0	0	-1	9746	455
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	9.0	0	-1	9747	455
6501 E.	9.0	0	-1	9748	455
11 Mile Road, Warren, MI 48397-5000	9.0	0	-1	9748	455
usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	9.0	0	-1	9749	455
Your mailing address	9.0	0	-1	9750	455
For use of this form, see AR 25-30; the proponent agency is OAASA.	8.0	0	-1	9751	455
DATE	8.0	0	-1	9752	455
TO:	8.0	1	-1	9753	455
(Forward to proponent of publication or form) (Include ZIP Code)	8.0	0	-1	9753	455
FROM:	8.0	1	-1	9753	455
(Activity and location) (Include ZIP Code)	8.0	0	-1	9753	455
RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS	10.0	1	-1	9754	455
This form may be submitted by mail or electronically.	7.879086494445801	0	-1	9755	455
For changes to blank forms, submit the DA Form 2028 electronically to the publications control	7.879086494445801	0	-1	9755	455
officer (PCO)/forms control officer (FMO) of the organization that has oversight of the form/publication. (See PCO/FMO email addresses on the APD Web	7.879086494445801	0	-1	9756	455
site at	7.879086494445801	0	-1	9757	455
https://www.us.army.mil/suite/doc/46869875	7.879086494445801	0	-1	9757	455
(CAC access only.) For comments/recommended changes to publications, users must submit the DA	7.879086494445801	0	-1	9757	455
Form 2028 as required by the publication's proponent. (See suggested improvements paragraph on the title page of each publication to determine the	7.879086494445801	0	-1	9758	455
proponent's preferred way to communicate.)	7.879086494445801	0	-1	9759	455
INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028	8.0	1	-1	9760	455
DETERMINING AND SELECTING THE PROPER PROPONENT	7.919596195220947	1	-1	9761	455
Use	7.797435283660889	0	-1	9762	455
Part II	7.797435283660889	1	-1	9762	455
(reverse for Repair	7.797435283660889	0	-1	9762	455
Parts and Special Tool Lists	7.797435283660889	0	-1	9763	455
(RPSTL)).	7.797435283660889	0	-1	9764	455
To identify the proper proponent for any publication or form, visit the APD Web site (	8.0	0	-1	9765	455
https://armypubs.army.mil	8.0	0	-1	9765	455
) to search for the publication or form by	8.0	0	-1	9765	455
title.	8.0	0	-1	9766	455
TM Number	10.0	0	-1	9767	455
Date of the TM	10.0	0	-1	9768	455
Title of the TM	10.0	0	-1	9769	455
0007-3: Figure 2, Item 9 should show a lock washer.	10.0	0	-1	9770	455
Currently shows a flat washer.	10.0	0	-1	9770	455
0018-2: Cleaning and inspection, Step 6, reference to governor support pin (14) is wrong reference.	10.0	0	-1	9771	455
Reference should be changed to	10.0	0	-1	9771	455
(12).	10.0	0	-1	9772	455
Your Name	10.0	0	-1	9773	455
Your phone number	10.0	0	-1	9773	455
TELEPHONE NUMBER/DSN/	8.0	0	-1	9774	455
EXTENSION	8.0	0	-1	9775	455
TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL	8.0	0	-1	9776	455
ADDRESS	8.0	0	-1	9777	455
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9778	455
(If applicable)	8.0	0	-1	9779	455
PREVIOUS EDITIONS ARE OBSOLETE.	8.0	0	-1	9780	455
PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS	8.0	1	-1	9781	455
PUBLICATION/	8.0	0	-1	9782	455
FORM DATE	8.0	0	-1	9783	455
TITLE	8.0	0	-1	9784	455
SIGNATURE	8.0	0	-1	9785	455
DA FORM 2028, JUN 2018	10.0	1	-1	9786	455
Page 1 of 2	8.0	0	-1	9787	455
APD LC v1.00ES	6.0	0	-1	9788	455
For each comment, include as applicable:	8.0	1	-1	9789	455
Comment number, work package number or data module code, page number, paragraph	8.0	1	-1	9789	455
number, figure number, table number, recommended change, and reason for change	8.0	1	-1	9790	455
.	8.0	1	-1	9790	455
SAMPLE	71.9983901977539	1	-1	9791	455
US Army Tank-automotive and Armaments	10.0	0	-1	9792	456
Command (TACOM)	10.0	0	-1	9793	456
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	10.0	0	-1	9794	456
6501 E.	10.0	0	-1	9795	456
11 Mile Road, Warren, MI 48397-5000	10.0	0	-1	9795	456
Your mailing address	10.0	0	-1	9796	456
Date form filled out	10.0	0	-1	9797	456
PART III - REMARKS	8.0	1	-1	9798	456
(Any general remarks or recommendations, or suggestions for improvement of publications and	8.0	0	-1	9798	456
blank forms.	8.0	0	-1	9799	456
Additional blank sheets may be used if more space is needed.)	8.0	0	-1	9799	456
PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS	8.0	1	-1	9800	456
DATE:	8.0	1	-1	9801	456
TO:	8.0	1	-1	9802	456
(Forward to proponent of publication or form) (Include	8.0	0	-1	9802	456
ZIP Code)	8.0	0	-1	9803	456
DA FORM 2028, JUN 2018	10.0	1	-1	9804	456
FROM:	8.0	1	-1	9805	456
Activity and location) (Include ZIP Code)	8.0	0	-1	9805	456
TM number	10.0	0	-1	9806	456
Date of the TM	10.0	0	-1	9807	456
Title of the TM	10.0	0	-1	9808	456
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9809	456
(If applicable)	8.0	0	-1	9810	456
PUBLICATION/	8.0	0	-1	9811	456
FORM DATE	8.0	0	-1	9812	456
TITLE	8.0	0	-1	9813	456
For each comment, include as applicable:	8.0	1	-1	9814	456
Comment number, work package number or data module code, page number, column number,	8.0	1	-1	9814	456
figure number, item number, reference number, national stock number, total number of major items, recommended change, and reason for	8.0	1	-1	9815	456
change	8.0	1	-1	9816	456
.	8.0	1	-1	9816	456
Your name	10.0	1	-1	9817	456
Your phone number	10.0	0	-1	9818	456
TELEPHONE NUMBER/DSN/	8.0	0	-1	9819	456
EXTENSION	8.0	0	-1	9820	456
TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS	8.0	0	-1	9821	456
SIGNATURE	8.0	0	-1	9821	456
Page 2 of 2	8.0	0	-1	9822	456
APD LC v1.00ES	6.0	0	-1	9823	456
SAMPLE	72.00090026855469	1	-1	9824	456
US Army Tank-automotive and Armaments Command (TACOM)	9.0	0	-1	9825	457
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	9.0	0	-1	9826	457
6501 E.	9.0	0	-1	9827	457
11 Mile Road, Warren, MI 48397-5000	9.0	0	-1	9827	457
usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	9.0	0	-1	9828	457
For use of this form, see AR 25-30; the proponent agency is OAASA.	8.0	0	-1	9829	457
DATE	8.0	0	-1	9830	457
TO:	8.0	1	-1	9831	457
(Forward to proponent of publication or form) (Include ZIP Code)	8.0	0	-1	9831	457
FROM:	8.0	1	-1	9832	457
(Activity and location) (Include ZIP Code)	8.0	0	-1	9832	457
RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS	10.0	1	-1	9833	457
This form may be submitted by mail or electronically.	7.879086494445801	0	-1	9834	457
For changes to blank forms, submit the DA Form 2028 electronically to the publications control	7.879086494445801	0	-1	9834	457
officer (PCO)/forms control officer (FMO) of the organization that has oversight of the form/publication. (See PCO/FMO email addresses on the APD Web	7.879086494445801	0	-1	9835	457
site at	7.879086494445801	0	-1	9836	457
https://www.us.army.mil/suite/doc/46869875	7.879086494445801	0	-1	9836	457
(CAC access only.) For comments/recommended changes to publications, users must submit the DA	7.879086494445801	0	-1	9836	457
Form 2028 as required by the publication's proponent. (See suggested improvements paragraph on the title page of each publication to determine the	7.879086494445801	0	-1	9837	457
proponent's preferred way to communicate.)	7.879086494445801	0	-1	9838	457
INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028	8.0	1	-1	9839	457
DETERMINING AND SELECTING THE PROPER PROPONENT	7.919596195220947	1	-1	9840	457
Use	7.797435283660889	0	-1	9841	457
Part II	7.797435283660889	1	-1	9841	457
(reverse for Repair	7.797435283660889	0	-1	9841	457
Parts and Special Tool Lists	7.797435283660889	0	-1	9842	457
(RPSTL)).	7.797435283660889	0	-1	9843	457
To identify the proper proponent for any publication or form, visit the APD Web site (	8.0	0	-1	9844	457
https://armypubs.army.mil	8.0	0	-1	9844	457
) to search for the publication or form by	8.0	0	-1	9844	457
title.	8.0	0	-1	9845	457
TELEPHONE NUMBER/DSN/	8.0	0	-1	9846	457
EXTENSION	8.0	0	-1	9847	457
TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL	8.0	0	-1	9848	457
ADDRESS	8.0	0	-1	9849	457
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9850	457
(If applicable)	8.0	0	-1	9851	457
PREVIOUS EDITIONS ARE OBSOLETE.	8.0	0	-1	9852	457
PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS	8.0	1	-1	9853	457
PUBLICATION/	8.0	0	-1	9854	457
FORM DATE	8.0	0	-1	9855	457
TITLE	8.0	0	-1	9856	457
SIGNATURE	8.0	0	-1	9857	457
DA FORM 2028, JUN 2018	10.0	1	-1	9858	457
Page 1 of 2	8.0	0	-1	9859	457
APD LC v1.00ES	6.0	0	-1	9860	457
For each comment, include as applicable:	8.0	1	-1	9861	457
Comment number, work package number or data module code, page number, paragraph	8.0	1	-1	9861	457
number, figure number, table number, recommended change, and reason for change	8.0	1	-1	9862	457
.	8.0	1	-1	9862	457
TM 5-1940-328-10	9.960000038146973	0	-1	9863	457
01	8.039999961853027	0	2	9864	457
JUNE 2	8.039999961853027	0	-1	9864	457
019	8.039999961853027	0	-1	9864	457
OPERATOR MANUAL FOR RIGID INFLATABLE	8.039999961853027	0	-1	9865	457
BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001	8.039999961853027	0	-1	9866	457
US Army Tank-automotive and Armaments	10.0	0	-1	9867	458
Command (TACOM)	10.0	0	-1	9868	458
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	10.0	0	-1	9869	458
6501 E.	10.0	0	-1	9870	458
11 Mile Road, Warren, MI 48397-5000	10.0	0	-1	9870	458
PART III - REMARKS	8.0	1	-1	9871	458
(Any general remarks or recommendations, or suggestions for improvement of publications and	8.0	0	-1	9871	458
blank forms.	8.0	0	-1	9872	458
Additional blank sheets may be used if more space is needed.)	8.0	0	-1	9872	458
PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS	8.0	1	-1	9873	458
DATE:	8.0	1	-1	9874	458
TO:	8.0	1	-1	9875	458
(Forward to proponent of publication or form) (Include	8.0	0	-1	9875	458
ZIP Code)	8.0	0	-1	9876	458
DA FORM 2028, JUN 2018	10.0	1	-1	9877	458
FROM:	8.0	1	-1	9878	458
Activity and location) (Include ZIP Code)	8.0	0	-1	9878	458
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9879	458
(If applicable)	8.0	0	-1	9880	458
PUBLICATION/	8.0	0	-1	9881	458
FORM DATE	8.0	0	-1	9882	458
TITLE	8.0	0	-1	9883	458
For each comment, include as applicable:	8.0	1	-1	9884	458
Comment number, work package number or data module code, page number, column number,	8.0	1	-1	9884	458
figure number, item number, reference number, national stock number, total number of major items, recommended change, and reason for	8.0	1	-1	9885	458
change	8.0	1	-1	9886	458
.	8.0	1	-1	9886	458
TELEPHONE NUMBER/DSN/	8.0	0	-1	9887	458
EXTENSION	8.0	0	-1	9888	458
TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS	8.0	0	-1	9889	458
SIGNATURE	8.0	0	-1	9889	458
Page 2 of 2	8.0	0	-1	9890	458
APD LC v1.00ES	6.0	0	-1	9891	458
OPERATOR MANUAL FOR RIGID INFLATABLE	8.039999961853027	0	-1	9892	458
BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001	8.039999961853027	0	-1	9893	458
01	8.039999961853027	0	2	9894	458
JUNE 2	8.039999961853027	0	-1	9894	458
019	8.039999961853027	0	-1	9894	458
TM 5-1940-328-10	9.960000038146973	0	-1	9895	458
US Army Tank-automotive and Armaments Command (TACOM)	9.0	0	-1	9896	459
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	9.0	0	-1	9897	459
6501 E.	9.0	0	-1	9898	459
11 Mile Road, Warren, MI 48397-5000	9.0	0	-1	9898	459
usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	9.0	0	-1	9899	459
For use of this form, see AR 25-30; the proponent agency is OAASA.	8.0	0	-1	9900	459
DATE	8.0	0	-1	9901	459
TO:	8.0	1	-1	9902	459
(Forward to proponent of publication or form) (Include ZIP Code)	8.0	0	-1	9902	459
FROM:	8.0	1	-1	9903	459
(Activity and location) (Include ZIP Code)	8.0	0	-1	9903	459
RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS	10.0	1	-1	9904	459
This form may be submitted by mail or electronically.	7.879086494445801	0	-1	9905	459
For changes to blank forms, submit the DA Form 2028 electronically to the publications control	7.879086494445801	0	-1	9905	459
officer (PCO)/forms control officer (FMO) of the organization that has oversight of the form/publication. (See PCO/FMO email addresses on the APD Web	7.879086494445801	0	-1	9906	459
site at	7.879086494445801	0	-1	9907	459
https://www.us.army.mil/suite/doc/46869875	7.879086494445801	0	-1	9907	459
(CAC access only.) For comments/recommended changes to publications, users must submit the DA	7.879086494445801	0	-1	9907	459
Form 2028 as required by the publication's proponent. (See suggested improvements paragraph on the title page of each publication to determine the	7.879086494445801	0	-1	9908	459
proponent's preferred way to communicate.)	7.879086494445801	0	-1	9909	459
INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028	8.0	1	-1	9910	459
DETERMINING AND SELECTING THE PROPER PROPONENT	7.919596195220947	1	-1	9911	459
Use	7.797435283660889	0	-1	9912	459
Part II	7.797435283660889	1	-1	9912	459
(reverse for Repair	7.797435283660889	0	-1	9912	459
Parts and Special Tool Lists	7.797435283660889	0	-1	9913	459
(RPSTL)).	7.797435283660889	0	-1	9914	459
To identify the proper proponent for any publication or form, visit the APD Web site (	8.0	0	-1	9915	459
https://armypubs.army.mil	8.0	0	-1	9915	459
) to search for the publication or form by	8.0	0	-1	9915	459
title.	8.0	0	-1	9916	459
TELEPHONE NUMBER/DSN/	8.0	0	-1	9917	459
EXTENSION	8.0	0	-1	9918	459
TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL	8.0	0	-1	9919	459
ADDRESS	8.0	0	-1	9920	459
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9921	459
(If applicable)	8.0	0	-1	9922	459
PREVIOUS EDITIONS ARE OBSOLETE.	8.0	0	-1	9923	459
PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS	8.0	1	-1	9924	459
PUBLICATION/	8.0	0	-1	9925	459
FORM DATE	8.0	0	-1	9926	459
TITLE	8.0	0	-1	9927	459
SIGNATURE	8.0	0	-1	9928	459
DA FORM 2028, JUN 2018	10.0	1	-1	9929	459
Page 1 of 2	8.0	0	-1	9930	459
APD LC v1.00ES	6.0	0	-1	9931	459
For each comment, include as applicable:	8.0	1	-1	9932	459
Comment number, work package number or data module code, page number, paragraph	8.0	1	-1	9932	459
number, figure number, table number, recommended change, and reason for change	8.0	1	-1	9933	459
.	8.0	1	-1	9933	459
TM 5-1940-328-10	9.960000038146973	0	-1	9934	459
01	8.039999961853027	0	2	9935	459
JUNE 2	8.039999961853027	0	-1	9935	459
019	8.039999961853027	0	-1	9935	459
OPERATOR MANUAL FOR RIGID INFLATABLE	8.039999961853027	0	-1	9936	459
BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001	8.039999961853027	0	-1	9937	459
US Army Tank-automotive and Armaments	10.0	0	-1	9938	460
Command (TACOM)	10.0	0	-1	9939	460
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	10.0	0	-1	9940	460
6501 E.	10.0	0	-1	9941	460
11 Mile Road, Warren, MI 48397-5000	10.0	0	-1	9941	460
PART III - REMARKS	8.0	1	-1	9942	460
(Any general remarks or recommendations, or suggestions for improvement of publications and	8.0	0	-1	9942	460
blank forms.	8.0	0	-1	9943	460
Additional blank sheets may be used if more space is needed.)	8.0	0	-1	9943	460
PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS	8.0	1	-1	9944	460
DATE:	8.0	1	-1	9945	460
TO:	8.0	1	-1	9946	460
(Forward to proponent of publication or form) (Include	8.0	0	-1	9946	460
ZIP Code)	8.0	0	-1	9947	460
DA FORM 2028, JUN 2018	10.0	1	-1	9948	460
FROM:	8.0	1	-1	9949	460
Activity and location) (Include ZIP Code)	8.0	0	-1	9949	460
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9950	460
(If applicable)	8.0	0	-1	9951	460
PUBLICATION/	8.0	0	-1	9952	460
FORM DATE	8.0	0	-1	9953	460
TITLE	8.0	0	-1	9954	460
For each comment, include as applicable:	8.0	1	-1	9955	460
Comment number, work package number or data module code, page number, column number,	8.0	1	-1	9955	460
figure number, item number, reference number, national stock number, total number of major items, recommended change, and reason for	8.0	1	-1	9956	460
change	8.0	1	-1	9957	460
.	8.0	1	-1	9957	460
TELEPHONE NUMBER/DSN/	8.0	0	-1	9958	460
EXTENSION	8.0	0	-1	9959	460
TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS	8.0	0	-1	9960	460
SIGNATURE	8.0	0	-1	9960	460
Page 2 of 2	8.0	0	-1	9961	460
APD LC v1.00ES	6.0	0	-1	9962	460
OPERATOR MANUAL FOR RIGID INFLATABLE	8.039999961853027	0	-1	9963	460
BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001	8.039999961853027	0	-1	9964	460
01	8.039999961853027	0	2	9965	460
JUNE 2	8.039999961853027	0	-1	9965	460
019	8.039999961853027	0	-1	9965	460
TM 5-1940-328-10	9.960000038146973	0	-1	9966	460
US Army Tank-automotive and Armaments Command (TACOM)	9.0	0	-1	9967	461
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	9.0	0	-1	9968	461
6501 E.	9.0	0	-1	9969	461
11 Mile Road, Warren, MI 48397-5000	9.0	0	-1	9969	461
usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	9.0	0	-1	9970	461
For use of this form, see AR 25-30; the proponent agency is OAASA.	8.0	0	-1	9971	461
DATE	8.0	0	-1	9972	461
TO:	8.0	1	-1	9973	461
(Forward to proponent of publication or form) (Include ZIP Code)	8.0	0	-1	9973	461
FROM:	8.0	1	-1	9974	461
(Activity and location) (Include ZIP Code)	8.0	0	-1	9974	461
RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS	10.0	1	-1	9975	461
This form may be submitted by mail or electronically.	7.879086494445801	0	-1	9976	461
For changes to blank forms, submit the DA Form 2028 electronically to the publications control	7.879086494445801	0	-1	9976	461
officer (PCO)/forms control officer (FMO) of the organization that has oversight of the form/publication. (See PCO/FMO email addresses on the APD Web	7.879086494445801	0	-1	9977	461
site at	7.879086494445801	0	-1	9978	461
https://www.us.army.mil/suite/doc/46869875	7.879086494445801	0	-1	9978	461
(CAC access only.) For comments/recommended changes to publications, users must submit the DA	7.879086494445801	0	-1	9978	461
Form 2028 as required by the publication's proponent. (See suggested improvements paragraph on the title page of each publication to determine the	7.879086494445801	0	-1	9979	461
proponent's preferred way to communicate.)	7.879086494445801	0	-1	9980	461
INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028	8.0	1	-1	9981	461
DETERMINING AND SELECTING THE PROPER PROPONENT	7.919596195220947	1	-1	9982	461
Use	7.797435283660889	0	-1	9983	461
Part II	7.797435283660889	1	-1	9983	461
(reverse for Repair	7.797435283660889	0	-1	9983	461
Parts and Special Tool Lists	7.797435283660889	0	-1	9984	461
(RPSTL)).	7.797435283660889	0	-1	9985	461
To identify the proper proponent for any publication or form, visit the APD Web site (	8.0	0	-1	9986	461
https://armypubs.army.mil	8.0	0	-1	9986	461
) to search for the publication or form by	8.0	0	-1	9986	461
title.	8.0	0	-1	9987	461
TELEPHONE NUMBER/DSN/	8.0	0	-1	9988	461
EXTENSION	8.0	0	-1	9989	461
TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL	8.0	0	-1	9990	461
ADDRESS	8.0	0	-1	9991	461
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	9992	461
(If applicable)	8.0	0	-1	9993	461
PREVIOUS EDITIONS ARE OBSOLETE.	8.0	0	-1	9994	461
PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS	8.0	1	-1	9995	461
PUBLICATION/	8.0	0	-1	9996	461
FORM DATE	8.0	0	-1	9997	461
TITLE	8.0	0	-1	9998	461
SIGNATURE	8.0	0	-1	9999	461
DA FORM 2028, JUN 2018	10.0	1	-1	10000	461
Page 1 of 2	8.0	0	-1	10001	461
APD LC v1.00ES	6.0	0	-1	10002	461
For each comment, include as applicable:	8.0	1	-1	10003	461
Comment number, work package number or data module code, page number, paragraph	8.0	1	-1	10003	461
number, figure number, table number, recommended change, and reason for change	8.0	1	-1	10004	461
.	8.0	1	-1	10004	461
TM 5-1940-328-10	9.960000038146973	0	-1	10005	461
01	8.039999961853027	0	2	10006	461
JUNE 2	8.039999961853027	0	-1	10006	461
019	8.039999961853027	0	-1	10006	461
OPERATOR MANUAL FOR RIGID INFLATABLE	8.039999961853027	0	-1	10007	461
BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001	8.039999961853027	0	-1	10008	461
US Army Tank-automotive and Armaments	10.0	0	-1	10009	462
Command (TACOM)	10.0	0	-1	10010	462
ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727	10.0	0	-1	10011	462
6501 E.	10.0	0	-1	10012	462
11 Mile Road, Warren, MI 48397-5000	10.0	0	-1	10012	462
PART III - REMARKS	8.0	1	-1	10013	462
(Any general remarks or recommendations, or suggestions for improvement of publications and	8.0	0	-1	10013	462
blank forms.	8.0	0	-1	10014	462
Additional blank sheets may be used if more space is needed.)	8.0	0	-1	10014	462
PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS	8.0	1	-1	10015	462
DATE:	8.0	1	-1	10016	462
TO:	8.0	1	-1	10017	462
(Forward to proponent of publication or form) (Include	8.0	0	-1	10017	462
ZIP Code)	8.0	0	-1	10018	462
DA FORM 2028, JUN 2018	10.0	1	-1	10019	462
FROM:	8.0	1	-1	10020	462
Activity and location) (Include ZIP Code)	8.0	0	-1	10020	462
PUBLICATION/FORM NUMBER, CHANGE NUMBER	8.0	0	-1	10021	462
(If applicable)	8.0	0	-1	10022	462
PUBLICATION/	8.0	0	-1	10023	462
FORM DATE	8.0	0	-1	10024	462
TITLE	8.0	0	-1	10025	462
For each comment, include as applicable:	8.0	1	-1	10026	462
Comment number, work package number or data module code, page number, column number,	8.0	1	-1	10026	462
figure number, item number, reference number, national stock number, total number of major items, recommended change, and reason for	8.0	1	-1	10027	462
change	8.0	1	-1	10028	462
.	8.0	1	-1	10028	462
TELEPHONE NUMBER/DSN/	8.0	0	-1	10029	462
EXTENSION	8.0	0	-1	10030	462
TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS	8.0	0	-1	10031	462
SIGNATURE	8.0	0	-1	10031	462
Page 2 of 2	8.0	0	-1	10032	462
APD LC v1.00ES	6.0	0	-1	10033	462
OPERATOR MANUAL FOR RIGID INFLATABLE	8.039999961853027	0	-1	10034	462
BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001	8.039999961853027	0	-1	10035	462
01	8.039999961853027	0	2	10036	462
JUNE 2	8.039999961853027	0	-1	10036	462
019	8.039999961853027	0	-1	10036	462
TM 5-1940-328-10	9.960000038146973	0	-1	10037	462
By Order of the Secretary of the Army:	10.020000457763672	0	-1	10038	463
MARK A.	12.0	1	-1	10039	463
MILLEY	12.0	1	-1	10039	463
General, United States Army	10.020000457763672	0	-1	10040	463
Chief of Staff	10.020000457763672	0	-1	10041	463
Official:	10.020000457763672	0	-1	10042	463
KATHLEEN S.	12.0	1	-1	10043	463
MILLER	12.0	1	-1	10043	463
Administrative Assistant to the	10.020000457763672	0	-1	10044	463
Secretary of the Army	10.020000457763672	0	-1	10045	463
1913651	10.020000457763672	0	-1	10046	463
DISTRIBUTION:	12.0	1	-1	10047	463
Initially published in electronic media only.	10.020000457763672	0	-1	10048	463
When funds become available, this publication will	10.020000457763672	0	-1	10048	463
be	10.020000457763672	0	-1	10049	463
printed and distributed in accordance with the initial distribution number (IDN)	10.020000457763672	0	-1	10049	463
258170	10.020000457763672	0	-1	10049	463
,	10.020000457763672	0	-1	10049	463
requirements for TM 5-1940-328-10.	10.020000457763672	0	-1	10050	463
01	12.0	1	2	10051	463
June	12.0	1	-1	10051	463
2019	12.0	1	-1	10051	463
TM 5-1940-328-10	16.020000457763672	1	-1	10052	463
<img0417>	-1.0	-1	-1	10053	463
Code	8.640000343322754	1	-1	10054	465
Remote Control Circuit/ Sensor	8.640000343322754	1	-1	10055	465
Single	8.640000343322754	1	-1	10056	465
Dual	8.640000343322754	1	-1	10057	465
Critical	8.640000343322754	1	-1	10058	465
Evinrude Digital Touch	8.640000343322754	1	-1	10059	465
Screen Display	8.640000343322754	1	-1	10060	465
Audible Alarm	8.640000343322754	1	-1	10061	465
Indicator LED's	8.640000343322754	1	-1	10062	465
Fault Information/ Corrective Action	8.640000343322754	1	-1	10063	465
1	8.640000343322754	0	2	10064	465
Port lever sensor 0 OVER range	8.640000343322754	0	-1	10065	465
X	8.640000343322754	0	-1	10066	465
X	8.640000343322754	0	-1	10067	465
X	8.640000343322754	0	-1	10068	465
Code 1 Lever sensor fault	8.640000343322754	0	-1	10069	465
Signal reading out of range.	8.640000343322754	0	-1	10070	465
Throttle command allowed, but limited.	8.640000343322754	0	-1	10070	465
2	8.640000343322754	0	2	10071	465
Port lever sensor 1 OVER range	8.640000343322754	0	-1	10072	465
X	8.640000343322754	0	-1	10073	465
X	8.640000343322754	0	-1	10074	465
X	8.640000343322754	0	-1	10075	465
Code 2 Lever sensor fault	8.640000343322754	0	-1	10076	465
Signal reading out of range.	8.640000343322754	0	-1	10077	465
Throttle command allowed, but limited.	8.640000343322754	0	-1	10077	465
3	8.640000343322754	0	2	10078	465
Port lever sensor mismatch	8.640000343322754	0	-1	10079	465
X	8.640000343322754	0	-1	10080	465
X	8.640000343322754	0	-1	10081	465
X	8.640000343322754	0	-1	10082	465
Code 3 Lever sensor fault	8.640000343322754	0	-1	10083	465
